	activity	bonus_credit_eligibility	country	currency_exchange_loss_amount	delinquent	disbursal_amount	funded_amount	id	lender_count	loan_amount	loss_liability	paid_amount	repayment_term	sector	status	avg_invitee_count	avg_loan_count	country_count	fund_yr
6683	Charcoal Sales	True	Kenya	N/A	False	50000.0	600	444535	22	600	lender	600.0	14.0	Retail	paid	1.71428571429	226.857142857	7.0	2012.0
6684	Livestock	True	Kyrgyzstan	N/A	False	30000.0	650	444572	17	650	lender	650.0	12.0	Agriculture	paid	1.26666666667	481.466666667	5.0	2012.0
6685	Livestock	False	Armenia	N/A	False	1000.0	1000	444586	30	1000	lender	456.0	38.0	Agriculture	in_repayment	0.964285714286	790.5	12.0	2012.0
6686	Personal Housing Expenses	True	Mexico	N/A	False	2426.59	200	444608	5	200	lender	200.0	15.0	Housing	paid	0.2	1896.6	3.0	2012.0
6687	Personal Housing Expenses	False	Mongolia	N/A	False	4000000.0	3025	444789	103	3025	lender	3025.0	26.0	Housing	paid	1.26595744681	284.595744681	17.0	2012.0
6688	Cereals	True	Kenya	N/A	True	30000.0	375	444857	13	375	lender	N/A	8.0	Food	defaulted	0.5	168.2	6.0	2012.0
6689	Higher education costs	True	Jordan	N/A	False	600.0	850	444872	30	850	lender	850.0	18.0	Education	paid	1.45833333333	190.291666667	9.0	2012.0
6690	Farm Supplies	True	Colombia	N/A	False	1000000.0	575	445175	2	575	lender	575.0	20.0	Agriculture	paid	0.0	29.5	2.0	2012.0
6691	Cattle	True	Tajikistan	N/A	False	5000.0	1050	445312	39	1050	lender	1050.0	12.0	Agriculture	paid	1.70588235294	5186.11764706	9.0	2012.0
6692	Sewing	False	Iraq	N/A	False	4500.0	4500	445345	159	4500	lender	4500.0	14.0	Services	paid	1.74100719424	1123.76978417	26.0	2012.0
6693	Personal Purchases	True	Tajikistan	N/A	False	1000.0	500	445530	16	1000	lender	N/A	14.0	Personal Use	expired	6.73333333333	8903.86666667	6.0	N/A
6694	Transportation	True	Lebanon	N/A	False	3000000.0	875	445542	13	2000	lender	N/A	13.0	Transportation	expired	3.81818181818	1730.81818182	5.0	N/A
6695	Milk Sales	True	Bolivia	N/A	False	600.0	600	445659	23	600	lender	600.0	14.0	Food	paid	0.210526315789	29.8947368421	4.0	2012.0
6696	Food Production/Sales	True	Philippines	N/A	False	6000.0	150	445752	4	150	lender	150.0	8.0	Food	paid	1.0	2234.0	3.0	2012.0
6697	Food Market	True	Kenya	N/A	False	15000.0	200	445878	7	200	lender	200.0	13.0	Food	paid	1.28571428571	145.714285714	2.0	2012.0
6698	Transportation	True	Philippines	N/A	False	5000.0	125	445930	3	125	lender	125.0	7.0	Transportation	paid	1.66666666667	4918.0	2.0	2012.0
6699	Personal Housing Expenses	True	Jordan	N/A	False	400.0	0	446024	0	575	lender	N/A	18.0	Housing	inactive_expired	N/A	N/A	N/A	N/A
6700	Food	False	Senegal	N/A	False	500000.0	975	446066	34	975	lender	975.0	10.0	Food	paid	2.37931034483	4168.86206897	10.0	2012.0
6701	General Store	True	Colombia	N/A	False	3000000.0	775	446236	10	1700	lender	N/A	21.0	Retail	expired	3.88888888889	2988.0	5.0	N/A
6702	Grocery Store	False	Nicaragua	N/A	False	10585.0	450	446296	15	450	lender	450.0	12.0	Food	paid	0.666666666667	567.933333333	7.0	2012.0
6703	General Store	True	Philippines	N/A	False	10000.0	250	446347	7	250	lender	250.0	8.0	Retail	paid	1.83333333333	15474.5	3.0	2012.0
6704	Food Market	False	South Sudan	442.32	False	3500.0	1325	446413	42	1325	lender	882.68	8.0	Food	paid	2.13157894737	285.894736842	6.0	2012.0
6705	Pigs	True	Philippines	N/A	False	10000.0	250	446416	8	250	lender	250.0	6.0	Agriculture	paid	0.375	2644.375	3.0	2012.0
6706	Farming	True	Uganda	N/A	False	2000000.0	825	446427	24	825	lender	825.0	13.0	Agriculture	paid	1.68181818182	4292.13636364	8.0	2012.0
6707	Grocery Store	False	South Sudan	N/A	False	800.0	200	446444	8	200	lender	200.0	8.0	Food	paid	0.75	1438.875	6.0	2012.0
6708	Farming	True	Philippines	N/A	False	15000.0	375	446467	15	375	lender	375.0	8.0	Agriculture	paid	0.533333333333	1165.93333333	8.0	2012.0
6709	Fruits & Vegetables	True	Philippines	N/A	False	14000.0	350	446489	14	350	lender	350.0	8.0	Food	paid	0.75	1774.0	6.0	2012.0
6710	Farming	True	Cambodia	N/A	False	850000.0	225	446577	7	225	lender	225.0	12.0	Agriculture	paid	0.571428571429	1110.57142857	6.0	2012.0
6711	Retail	True	Jordan	N/A	False	500.0	0	446611	0	725	lender	N/A	18.0	Retail	inactive_expired	N/A	N/A	N/A	N/A
6712	Timber Sales	True	Kenya	N/A	False	59000.0	725	446629	26	725	lender	725.0	14.0	Construction	paid	3.21739130435	138.47826087	11.0	2012.0
6713	Grocery Store	False	Nicaragua	N/A	False	27000.0	325	446693	10	1150	lender	N/A	21.0	Food	expired	0.8	1814.1	5.0	N/A
6714	Fishing	False	Honduras	N/A	False	16000.0	850	446702	28	850	lender	850.0	14.0	Food	paid	2.23076923077	346.346153846	10.0	2012.0
6715	Food Production/Sales	True	El Salvador	N/A	False	200.0	200	446830	4	200	lender	200.0	12.0	Food	paid	1.25	81.25	2.0	2012.0
6716	Fuel/Firewood	True	Philippines	N/A	False	12000.0	300	446886	9	300	lender	300.0	11.0	Retail	paid	0.5	52.75	2.0	2012.0
6717	General Store	True	Philippines	N/A	False	14000.0	350	446893	9	350	lender	350.0	11.0	Retail	paid	1.88888888889	217.444444444	6.0	2012.0
6718	Farming	True	Cambodia	N/A	False	400.0	400	446907	13	400	lender	400.0	14.0	Agriculture	paid	1.46153846154	827.615384615	6.0	2012.0
6719	Vehicle	True	Cambodia	N/A	False	1200.0	1200	446990	40	1200	lender	1200.0	14.0	Personal Use	paid	679.4	3857.37142857	12.0	2012.0
6720	Agriculture	True	Rwanda	N/A	False	892000.0	1500	447058	54	1500	lender	1500.0	8.0	Agriculture	paid	0.8125	2127.39583333	8.0	2012.0
6721	Farming	True	Azerbaijan	N/A	False	1500.0	1925	447101	69	1925	lender	1925.0	17.0	Agriculture	paid	1.65573770492	1938.16393443	12.0	2012.0
6722	Internet Cafe	True	Bolivia	N/A	False	7000.0	1025	447224	35	1025	lender	1025.0	14.0	Services	paid	1.33333333333	3061.63636364	14.0	2012.0
6723	General Store	True	Bolivia	N/A	False	7000.0	325	447273	10	1025	lender	N/A	15.0	Retail	expired	4.6	1988.4	4.0	N/A
6724	General Store	True	Philippines	N/A	False	11000.0	275	447337	9	275	lender	275.0	8.0	Retail	paid	1.22222222222	583.888888889	4.0	2012.0
6725	Clothing Sales	True	Tajikistan	N/A	False	10000.0	2100	447350	76	2100	lender	2100.0	7.0	Clothing	paid	2.17647058824	1094.04411765	14.0	2012.0
6726	Personal Housing Expenses	False	Nicaragua	N/A	False	10000.0	425	447725	13	425	lender	425.0	15.0	Housing	paid	0.636363636364	1232.45454545	5.0	2012.0
6727	Agriculture	True	Peru	N/A	False	1500.0	575	447751	15	575	lender	575.0	12.0	Agriculture	paid	19.0	512.75	7.0	2012.0
6728	Animal Sales	True	Ecuador	N/A	False	800.0	800	447757	28	800	lender	800.0	8.0	Agriculture	paid	8.60714285714	589.964285714	8.0	2012.0
6729	Farming	True	Peru	N/A	True	1000.0	400	447775	14	400	lender	0.0	12.0	Agriculture	in_repayment	0.384615384615	6895.38461538	7.0	2012.0
6730	Education provider	True	Kenya	N/A	False	40000.0	500	447871	19	500	lender	500.0	14.0	Education	paid	0.933333333333	502.533333333	5.0	2012.0
6731	Farm Supplies	True	Philippines	N/A	False	4700.0	125	447934	5	125	lender	125.0	8.0	Agriculture	paid	1.0	105.75	2.0	2012.0
6732	Cafe	True	Kenya	N/A	False	30000.0	375	448070	15	375	lender	375.0	14.0	Food	paid	0.75	121.75	6.0	2012.0
6733	Services	False	Zambia	24.55	False	23900000.0	4950	448248	148	4950	lender	4925.45	38.0	Services	paid	13.299270073	1020.73722628	20.0	2012.0
6734	Home Products Sales	True	El Salvador	N/A	False	1200.0	1050	448260	32	1200	lender	N/A	20.0	Retail	expired	793.433333333	1603.23333333	7.0	N/A
6735	Clothing Sales	False	Nicaragua	N/A	False	833.59	850	448266	27	850	lender	850.0	14.0	Clothing	paid	0.833333333333	4336.41666667	8.0	2012.0
6736	Food Production/Sales	True	Philippines	N/A	False	5000.0	125	448305	5	125	lender	125.0	6.0	Food	paid	0.25	19.0	2.0	2012.0
6737	Fish Selling	True	Philippines	N/A	False	11000.0	275	448364	7	275	lender	275.0	11.0	Food	paid	1.33333333333	411.666666667	3.0	2012.0
6738	Hotel	True	Uganda	N/A	False	2000000.0	825	448429	33	825	lender	825.0	10.0	Services	paid	2.2	250.766666667	13.0	2012.0
6739	Retail	False	Burkina Faso	N/A	False	350000.0	675	448466	8	675	lender	675.0	8.0	Retail	paid	2.125	239.75	3.0	2012.0
6740	Farming	True	Cambodia	N/A	False	2200000.0	550	448485	20	550	lender	550.0	14.0	Agriculture	paid	0.421052631579	127.578947368	7.0	2012.0
6741	Home Products Sales	True	Uganda	N/A	False	1500000.0	625	448488	17	625	lender	625.0	14.0	Retail	paid	85.5882352941	5010.41176471	8.0	2012.0
6742	Animal Sales	True	Paraguay	N/A	False	6772519.0	1525	448521	52	1525	lender	1525.0	8.0	Agriculture	paid	2.0612244898	1548.32653061	12.0	2012.0
6743	Used Clothing	False	Uganda	N/A	False	800000.0	325	448528	6	325	lender	325.0	7.0	Clothing	paid	0.666666666667	141.166666667	4.0	2012.0
6744	Food Stall	False	Uganda	N/A	False	800000.0	325	448539	12	325	lender	325.0	7.0	Food	paid	1.90909090909	970.909090909	4.0	2012.0
6745	Cosmetics Sales	True	El Salvador	N/A	False	750.0	750	448643	27	750	lender	750.0	14.0	Retail	paid	2.75	951.125	14.0	2012.0
6746	Construction	True	Cambodia	N/A	False	1200.0	1200	448800	41	1200	lender	1200.0	14.0	Construction	paid	11.3333333333	759.444444444	14.0	2012.0
6747	Clothing Sales	True	Lebanon	N/A	False	3000000.0	300	448900	8	2000	lender	N/A	14.0	Clothing	expired	4.0	13687.75	4.0	N/A
6748	Motorcycle Transport	True	Kenya	N/A	False	20000.0	250	448939	9	250	lender	250.0	14.0	Transportation	paid	1.0	796.714285714	4.0	2012.0
6749	General Store	True	Philippines	N/A	False	5000.0	125	449138	5	125	lender	125.0	7.0	Retail	paid	1.4	2879.8	3.0	2012.0
6750	Farming	False	Cambodia	N/A	False	1500.0	1500	449188	55	1500	lender	1500.0	22.0	Agriculture	paid	1.17391304348	904.173913043	13.0	2012.0
6751	Cattle	True	Uganda	N/A	False	500000.0	225	449287	9	225	lender	225.0	12.0	Agriculture	paid	1.0	1423.66666667	5.0	2012.0
6752	Soft Drinks	True	Sierra Leone	N/A	False	2400000.0	550	449399	18	550	lender	550.0	10.0	Food	paid	0.461538461538	1509.69230769	6.0	2012.0
6753	Personal Housing Expenses	True	Tajikistan	N/A	False	3000.0	250	449404	9	650	lender	N/A	14.0	Housing	expired	1.875	1244.25	3.0	N/A
6754	Fishing	True	Philippines	N/A	False	8000.0	200	449439	7	200	lender	200.0	8.0	Food	paid	0.142857142857	32.4285714286	4.0	2012.0
6755	Knitting	False	Peru	N/A	False	3000.0	1150	449497	46	1150	lender	1150.0	7.0	Arts	paid	2.18604651163	239.279069767	15.0	2012.0
6756	Grocery Store	False	Peru	N/A	False	3000.0	1150	449499	40	1150	lender	1150.0	7.0	Food	paid	0.941176470588	852.294117647	10.0	2012.0
6757	Spare Parts	False	Peru	N/A	False	3000.0	1150	449502	41	1150	lender	1150.0	8.0	Retail	paid	1.11111111111	5532.47222222	9.0	2012.0
6758	Fruits & Vegetables	False	Kenya	N/A	False	21100.0	275	449576	11	275	lender	275.0	8.0	Food	paid	2.88888888889	1123.0	6.0	2012.0
6759	Animal Sales	True	Tajikistan	N/A	False	9000.0	950	449880	30	1900	lender	N/A	14.0	Agriculture	expired	0.84	637.04	8.0	N/A
6760	Personal Products Sales	True	Philippines	N/A	False	16000.0	400	449906	16	400	lender	400.0	8.0	Retail	paid	1.73333333333	1368.06666667	8.0	2012.0
6761	Agriculture	True	Cambodia	N/A	False	2000000.0	500	449958	20	500	lender	500.0	14.0	Agriculture	paid	1.68421052632	1070.63157895	7.0	2012.0
6762	Retail	True	Benin	N/A	False	370000.0	700	450031	25	700	lender	700.0	12.0	Retail	paid	2.54166666667	4502.33333333	11.0	2012.0
6763	Clothing Sales	True	Peru	N/A	True	2000.0	775	450032	30	775	lender	N/A	14.0	Clothing	defaulted	3.17857142857	3470.53571429	13.0	2012.0
6764	Grocery Store	False	Peru	N/A	False	2000.0	775	450078	28	775	lender	775.0	7.0	Food	paid	0.52	1069.96	9.0	2012.0
6765	Personal Medical Expenses	True	Azerbaijan	N/A	False	1200.0	1550	450159	52	1550	lender	1550.0	14.0	Health	paid	1.36956521739	192.804347826	10.0	2012.0
6766	Agriculture	True	Philippines	N/A	False	5000.0	125	450253	5	125	lender	125.0	8.0	Agriculture	paid	4.2	818.4	4.0	2012.0
6767	Clothing Sales	True	Mongolia	N/A	False	1500000.0	1125	450484	31	1125	lender	1125.0	14.0	Clothing	paid	1.75	1035.78571429	7.0	2012.0
6768	Printing	False	Peru	N/A	False	2000.0	775	450626	30	775	lender	775.0	6.0	Services	paid	3.96	791.2	10.0	2012.0
6769	Crafts	True	Peru	N/A	False	300.0	125	450632	4	125	lender	125.0	6.0	Arts	paid	0.75	33.5	2.0	2012.0
6770	General Store	True	Philippines	N/A	False	5000.0	125	450675	5	125	lender	125.0	7.0	Retail	paid	2.0	1073.66666667	3.0	2012.0
6771	Farming	True	Cambodia	N/A	False	1500000.0	375	450702	13	375	lender	375.0	11.0	Agriculture	paid	0.909090909091	89.7272727273	7.0	2012.0
6772	Retail	True	Philippines	N/A	False	5000.0	125	450752	5	125	lender	125.0	7.0	Retail	paid	1.0	1691.8	3.0	2012.0
6773	General Store	True	Philippines	N/A	False	5000.0	125	450781	3	125	lender	125.0	6.0	Retail	paid	0.333333333333	844.333333333	1.0	2012.0
6774	Motorcycle Transport	True	Philippines	N/A	False	8000.0	200	450805	7	200	lender	200.0	6.0	Transportation	paid	1.16666666667	1469.5	2.0	2012.0
6775	Farming	True	Kenya	N/A	False	90000.0	1075	450820	34	1075	lender	1075.0	11.0	Agriculture	paid	1.43333333333	3587.8	12.0	2012.0
6776	Fish Selling	True	Benin	N/A	False	160000.0	300	450892	11	300	lender	300.0	9.0	Food	paid	1.18181818182	689.454545455	7.0	2012.0
6777	Grocery Store	True	Tanzania	N/A	False	5700000.0	3625	450893	126	3625	lender	3625.0	6.0	Food	paid	1.6875	904.616071429	20.0	2012.0
6778	General Store	False	South Sudan	N/A	False	900.0	225	450918	9	225	lender	225.0	8.0	Retail	paid	1.22222222222	2413.77777778	5.0	2012.0
6779	Beauty Salon	False	Uganda	N/A	False	1000000.0	425	451039	14	425	lender	425.0	6.0	Services	paid	0.545454545455	112.909090909	4.0	2012.0
6780	Food Market	True	Kenya	N/A	False	50000.0	600	451093	18	600	lender	600.0	13.0	Food	paid	1.5625	1275.0625	9.0	2012.0
6781	Food Production/Sales	True	El Salvador	N/A	False	600.0	600	451179	13	600	lender	600.0	14.0	Food	paid	0.384615384615	45.3076923077	4.0	2012.0
6782	Weaving	True	Bolivia	N/A	False	14141.4	2050	451213	77	2050	lender	2050.0	8.0	Arts	paid	2.26470588235	711.455882353	14.0	2012.0
6783	Motorcycle Transport	True	Philippines	N/A	False	15000.0	375	451346	13	375	lender	375.0	8.0	Transportation	paid	1.33333333333	147.083333333	5.0	2012.0
6784	Textiles	False	Samoa	N/A	False	2000.0	850	451349	31	850	lender	850.0	14.0	Arts	paid	2.21428571429	315.892857143	7.0	2012.0
6785	General Store	True	Philippines	N/A	False	27000.0	650	451411	19	650	lender	650.0	8.0	Retail	paid	1.70588235294	1733.29411765	4.0	2012.0
6786	General Store	True	Philippines	N/A	False	14000.0	350	451427	13	350	lender	350.0	8.0	Retail	paid	1.0	7933.07692308	4.0	2012.0
6787	Vehicle	True	Cambodia	N/A	False	600.0	600	451495	22	600	lender	600.0	15.0	Personal Use	paid	1.6	2123.55	7.0	2012.0
6788	Used Clothing	False	Liberia	N/A	False	10000.0	150	451577	6	150	lender	150.0	11.0	Clothing	paid	3.6	201.0	4.0	2012.0
6789	Food Market	True	Sierra Leone	N/A	False	2400000.0	575	451761	18	575	lender	575.0	10.0	Food	paid	1.625	2186.8125	7.0	2012.0
6790	Animal Sales	True	Peru	N/A	False	1000.0	400	451791	15	400	lender	400.0	14.0	Agriculture	paid	1.33333333333	8258.5	6.0	2012.0
6791	Liquor Store / Off-License	True	Kenya	N/A	False	50000.0	600	451921	21	600	lender	600.0	14.0	Food	paid	1.36842105263	1428.94736842	6.0	2012.0
6792	Catering	True	Kenya	N/A	False	25000.0	300	452005	12	300	lender	300.0	11.0	Food	paid	1.45454545455	213.545454545	3.0	2012.0
6793	Beauty Salon	False	Palestine	N/A	False	1600.0	1600	452038	59	1600	lender	1600.0	27.0	Services	paid	1.81818181818	371.890909091	10.0	2012.0
6794	Spare Parts	True	Kenya	N/A	False	16000.0	200	452099	7	200	lender	200.0	8.0	Retail	paid	0.6	954.6	4.0	2012.0
6795	Animal Sales	True	Kenya	N/A	False	30000.0	375	452118	14	375	lender	375.0	14.0	Agriculture	paid	0.5	124.0	5.0	2012.0
6796	Food	True	Rwanda	0.17	True	1050000.0	1750	452162	68	1750	lender	1693.53	10.0	Food	in_repayment	1.28787878788	2262.74242424	13.0	2012.0
6797	Personal Housing Expenses	False	Nicaragua	N/A	False	25000.0	650	452277	15	1075	lender	N/A	26.0	Housing	expired	2.13333333333	1386.93333333	6.0	N/A
6798	Agriculture	True	Peru	N/A	False	3000.0	1150	452378	41	1150	lender	1150.0	10.0	Agriculture	paid	11.5	766.138888889	8.0	2012.0
6799	Animal Sales	True	Cambodia	N/A	False	1000.0	1000	452414	37	1000	lender	1000.0	20.0	Agriculture	paid	2.5	510.323529412	10.0	2012.0
6800	Food Market	False	Uganda	N/A	False	1000000.0	425	452532	15	425	lender	425.0	8.0	Food	paid	0.769230769231	836.076923077	5.0	2012.0
6801	Grocery Store	True	Cambodia	N/A	False	2200000.0	550	452590	17	550	lender	550.0	14.0	Food	paid	2.58823529412	12488.3529412	9.0	2012.0
6802	Food Production/Sales	False	Philippines	N/A	False	14000.0	0	452637	0	350	lender	N/A	41.0	Food	inactive_expired	N/A	N/A	N/A	N/A
6803	Clothing Sales	True	Georgia	N/A	False	1000.0	625	452665	24	625	lender	625.0	17.0	Clothing	paid	1.18181818182	5610.95454545	9.0	2012.0
6804	Cosmetics Sales	False	The Democratic Republic of the Congo	N/A	False	2210.0	2225	452673	78	2225	lender	2225.0	5.0	Retail	paid	2.77464788732	636.084507042	11.0	2012.0
6805	Used Clothing	False	Uganda	N/A	False	300000.0	125	452723	5	125	lender	125.0	6.0	Clothing	paid	5.8	5533.2	2.0	2012.0
6806	Livestock	False	Senegal	N/A	False	350000.0	675	452727	25	675	lender	675.0	9.0	Agriculture	paid	1.70833333333	1065.5	9.0	2012.0
6807	Food Stall	True	Sierra Leone	N/A	False	900000.0	225	452733	8	225	lender	225.0	11.0	Food	paid	0.125	57.625	5.0	2012.0
6808	Agriculture	True	Peru	N/A	False	2000.0	775	452774	29	775	lender	775.0	12.0	Agriculture	paid	0.888888888889	1058.55555556	10.0	2012.0
6809	Retail	True	Paraguay	N/A	False	18425142.0	4250	452840	87	4250	lender	4250.0	5.0	Retail	paid	1.34246575342	1728.26027397	8.0	2012.0
6810	Perfumes	True	Paraguay	N/A	False	9695877.0	2250	452851	22	2250	lender	2250.0	6.0	Retail	paid	2.55555555556	8046.27777778	8.0	2012.0
6811	Retail	False	Haiti	N/A	False	34000.0	825	452978	32	825	lender	825.0	7.0	Retail	paid	2.71428571429	1405.60714286	9.0	2012.0
6812	Bakery	False	Palestine	N/A	True	3000.0	3000	453015	91	3000	lender	1536.71	27.0	Food	in_repayment	0.8375	213.425	16.0	2012.0
6813	General Store	True	Philippines	N/A	True	11000.0	275	453181	11	275	lender	192.5	11.0	Retail	in_repayment	0.545454545455	9015.81818182	5.0	2012.0
6814	Rickshaw	True	Philippines	N/A	False	10000.0	250	453258	9	250	lender	250.0	5.0	Transportation	paid	2.125	13872.0	4.0	2012.0
6815	Manufacturing	True	Philippines	N/A	False	12000.0	300	453273	11	300	lender	300.0	11.0	Manufacturing	paid	0.777777777778	639.0	6.0	2012.0
6816	Farming	True	Cambodia	N/A	False	4000000.0	1000	453386	39	1000	lender	1000.0	14.0	Agriculture	paid	1.8	4343.25714286	9.0	2012.0
6817	Taxi	True	Tajikistan	N/A	False	2000.0	425	453435	15	425	lender	425.0	14.0	Transportation	paid	0.714285714286	277.785714286	5.0	2012.0
6818	Bakery	False	Uganda	N/A	False	200000.0	100	453436	4	100	lender	100.0	6.0	Food	paid	0.333333333333	203.666666667	3.0	2012.0
6819	Rickshaw	True	Yemen	N/A	False	350000.0	1650	453479	48	1650	lender	1650.0	14.0	Transportation	paid	2.33333333333	3314.4	11.0	2012.0
6820	Personal Housing Expenses	False	Mozambique	N/A	False	30000.0	1100	453569	40	1100	lender	1100.0	20.0	Housing	paid	1.37837837838	3077.89189189	13.0	2012.0
6821	Food Production/Sales	False	Ghana	N/A	False	800.0	425	453636	16	425	lender	425.0	6.0	Food	paid	0.533333333333	333.466666667	6.0	2012.0
6822	Personal Products Sales	False	Honduras	N/A	False	10000.0	525	453640	12	525	lender	525.0	7.0	Retail	paid	1.5	10144.4	5.0	2012.0
6823	Hardware	False	Nicaragua	N/A	False	11600.0	500	453700	9	500	lender	500.0	14.0	Retail	paid	1.88888888889	355.0	4.0	2012.0
6824	Grocery Store	True	Ecuador	N/A	False	1254.7	1275	453722	49	1275	lender	1275.0	14.0	Food	paid	34.4	3226.28888889	10.0	2012.0
6825	Farming	False	Mexico	N/A	False	20894.0	1575	453766	57	1575	lender	1575.0	8.0	Agriculture	paid	1.67307692308	377.846153846	6.0	2012.0
6826	Agriculture	True	Peru	N/A	False	1000.0	400	453807	14	400	lender	400.0	8.0	Agriculture	paid	1.76923076923	1172.76923077	3.0	2012.0
6827	Animal Sales	False	Tajikistan	N/A	False	10000.0	800	454019	27	2100	lender	N/A	26.0	Agriculture	expired	1.92592592593	2492.7037037	8.0	N/A
6828	Vehicle	True	Cambodia	N/A	False	800.0	800	454034	28	800	lender	800.0	20.0	Personal Use	paid	1.72	723.56	10.0	2012.0
6829	Home Products Sales	False	Senegal	N/A	False	500000.0	925	454080	30	925	lender	925.0	15.0	Retail	paid	0.724137931034	5111.89655172	12.0	2012.0
6830	Manufacturing	True	Kenya	N/A	False	70000.0	850	454132	23	850	lender	850.0	14.0	Manufacturing	paid	1.5	1260.8	6.0	2012.0
6831	Beauty Salon	True	Kenya	N/A	False	20000.0	250	454142	7	250	lender	250.0	8.0	Services	paid	0.166666666667	13198.5	4.0	2012.0
6832	Clothing Sales	True	Kenya	N/A	False	20000.0	250	454170	10	250	lender	250.0	15.0	Clothing	paid	1.55555555556	311.333333333	4.0	2012.0
6833	Farm Supplies	True	Bolivia	N/A	False	5000.0	725	454178	25	725	lender	483.33	20.0	Agriculture	in_repayment	1.04166666667	174.875	7.0	2012.0
6834	Higher education costs	False	Nicaragua	N/A	False	4706.3	200	454296	6	200	lender	200.0	7.0	Education	paid	0.666666666667	28.6666666667	3.0	2012.0
6835	Primary/secondary school costs	True	Peru	N/A	False	500.0	200	454410	8	200	lender	200.0	9.0	Education	paid	0.375	23.25	3.0	2012.0
6836	Restaurant	True	Philippines	N/A	False	7000.0	175	454454	7	175	lender	175.0	8.0	Food	paid	2.8	183.8	3.0	2012.0
6837	General Store	True	Philippines	N/A	False	25000.0	600	454503	18	600	lender	600.0	6.0	Retail	paid	1.66666666667	7342.53333333	6.0	2012.0
6838	Retail	True	Cambodia	N/A	False	1000.0	0	454581	0	1000	lender	N/A	20.0	Retail	inactive_expired	N/A	N/A	N/A	N/A
6839	Sewing	True	Kenya	N/A	True	60000.0	725	454619	28	725	lender	N/A	13.0	Services	defaulted	1.375	7991.33333333	10.0	2012.0
6840	Animal Sales	True	Tajikistan	N/A	False	3000.0	650	454624	12	650	lender	650.0	8.0	Agriculture	paid	1.58333333333	357.0	2.0	2012.0
